ssc_code,suburb,urban_area,postcode,state,state_name,type,local_goverment_area,statistic_area,elevation,population,median_income,sqkm,lat,lng,timezone
20251,Blackburn,Nunawading - West,3130,VIC,Victoria,Major Urban locality,Whitehorse (City),Greater Melbourne,102,13940,38896,5.899,-37.82155,145.15203,Australia/Melbourne
20252,Blackburn North,Nunawading - West,3130,VIC,Victoria,Major Urban locality,Whitehorse (City),Greater Melbourne,89,7436,33540,2.709,-37.80459,145.15507,Australia/Melbourne
22300,South Morang,Whittlesea,3752,VIC,Victoria,Major Urban locality,Whittlesea (City),Greater Melbourne,152,24060,36556,21.454,-37.63733,145.08291,Australia/Melbourne
20872,Epping,Whittlesea,3076,VIC,Victoria,Major Urban locality,Whittlesea (City),Greater Melbourne,133,32395,30212,35.274,-37.64299,145.01026,Australia/Melbourne
21648,Mernda,Whittlesea,3754,VIC,Victoria,Major Urban locality,Whittlesea (City),Greater Melbourne,190,16458,40352,23.823,-37.59224,145.08163,Australia/Melbourne
22761,Whittlesea,Whittlesea,3757,VIC,Victoria,Urban locality,Whittlesea (City),Greater Melbourne,328,5611,32552,106.24,-37.46742,145.14395,Australia/Melbourne
21672,Mill Park,Whittlesea,3082,VIC,Victoria,Major Urban locality,Whittlesea (City),Greater Melbourne,143,29710,30628,13.066,-37.66409,145.06521,Australia/Melbourne
22492,Thomastown,Whittlesea,3074,VIC,Victoria,Major Urban locality,Whittlesea (City),Greater Melbourne,112,20523,22100,14.744,-37.68322,145.01152,Australia/Melbourne
21443,Lalor,Whittlesea,3075,VIC,Victoria,Major Urban locality,Whittlesea (City),Greater Melbourne,122,22594,23244,7.725,-37.66737,145.01335,Australia/Melbourne
21194,Hoppers Crossing,Tarneit - Hoppers Crossing,3029,VIC,Victoria,Major Urban locality,Wyndham (City),Greater Melbourne,25,38701,30056,17.925,-37.86897,144.70068,Australia/Melbourne
22736,Werribee,Werribee - Whyndam Vale,3030,VIC,Victoria,Major Urban locality,Wyndham (City),Greater Melbourne,26,40345,30784,42.885,-37.90788,144.64562,Australia/Melbourne
22439,Tarneit,Tarneit - Hoppers Crossing,3029,VIC,Victoria,Major Urban locality,Wyndham (City),Greater Melbourne,53,34562,37284,38.19,-37.83638,144.66432,Australia/Melbourne
21468,Laverton North,Tarneit - Hoppers Crossing,3026,VIC,Victoria,Major Urban locality,Wyndham (City),Greater Melbourne,26,73,29120,15.461,-37.8336,144.78698,Australia/Melbourne
22777,Williams Landing,Tarneit - Hoppers Crossing,3027,VIC,Victoria,Major Urban locality,Wyndham (City),Greater Melbourne,19,6646,45656,3.833,-37.86309,144.74422,Australia/Melbourne
22868,Wyndham Vale,Werribee - Whyndam Vale,3024,VIC,Victoria,Major Urban locality,Wyndham (City),Greater Melbourne,51,23273,36036,42.101,-37.85891,144.60343,Australia/Melbourne
20002,Abbotsford,Yarra,3067,VIC,Victoria,Major Urban locality,Yarra (City),Greater Melbourne,15,8184,55536,1.741,-37.80387,145.00358,Australia/Melbourne
20827,East Warburton,Yarra Ranges,3799,VIC,Victoria,Urban locality,Yarra Ranges (Shire),Greater Melbourne,465,864,25480,168.699,-37.69346,145.79002,Australia/Melbourne
22676,Warburton,Yarra Ranges,3799,VIC,Victoria,Urban locality,Yarra Ranges (Shire),Greater Melbourne,579,2012,26416,132.544,-37.73452,145.70883,Australia/Melbourne
22074,Point Cook,Werribee - Whyndam Vale,3030,VIC,Victoria,Major Urban locality,Wyndham (City),Greater Melbourne,15,49929,42692,44.992,-37.90542,144.74287,Australia/Melbourne
21495,Lilydale,Yarra Ranges,3140,VIC,Victoria,Major Urban locality,Yarra Ranges (Shire),Greater Melbourne,212,16531,34528,29.174,-37.76167,145.37116,Australia/Melbourne
20918,Fitzroy,Yarra,3065,VIC,Victoria,Major Urban locality,Yarra (City),Greater Melbourne,36,10445,48100,1.42,-37.80092,144.97919,Australia/Melbourne
21743,Mooroolbark,Yarra Ranges,3138,VIC,Victoria,Major Urban locality,Yarra Ranges (Shire),Greater Melbourne,107,21967,35672,12.502,-37.78059,145.32583,Australia/Melbourne
20236,Big Pats Creek,Yarra Ranges,3799,VIC,Victoria,Urban locality,Yarra Ranges (Shire),Greater Melbourne,255,73,26936,10.991,-37.7638,145.76124,Australia/Melbourne
22158,Richmond,Yarra,3121,VIC,Victoria,Major Urban locality,Yarra (City),Greater Melbourne,19,27705,56264,4.431,-37.82212,145.00286,Australia/Melbourne
20612,Collingwood,Yarra,3066,VIC,Victoria,Major Urban locality,Yarra (City),Greater Melbourne,26,8513,50388,1.267,-37.80195,144.98808,Australia/Melbourne
20416,Burnley,Yarra,3121,VIC,Victoria,Major Urban locality,Yarra (City),Greater Melbourne,17,769,58604,1.102,-37.82978,145.01726,Australia/Melbourne
20665,Cremorne,Yarra,3121,VIC,Victoria,Major Urban locality,Yarra (City),Greater Melbourne,13,2018,70408,0.68,-37.82946,144.99293,Australia/Melbourne
20571,Clifton Hill,Yarra,3068,VIC,Victoria,Major Urban locality,Yarra (City),Greater Melbourne,42,6341,58604,1.739,-37.78971,144.99682,Australia/Melbourne
20609,Coldstream,Yarra Ranges,3770,VIC,Victoria,Major Urban locality,Yarra Ranges (Shire),Greater Melbourne,74,2164,35620,55.614,-37.70318,145.40403,Australia/Melbourne
22110,Princes Hill,Yarra,3054,VIC,Victoria,Major Urban locality,Yarra (City),Greater Melbourne,44,2126,46228,0.433,-37.78191,144.966,Australia/Melbourne
20763,Don Valley,Yarra Ranges,3139,VIC,Victoria,Urban locality,Yarra Ranges (Shire),Greater Melbourne,246,576,32240,15.089,-37.73439,145.59205,Australia/Melbourne
21674,Millgrove,Yarra Ranges,3799,VIC,Victoria,Urban locality,Yarra Ranges (Shire),Greater Melbourne,230,1653,25324,9.364,-37.74406,145.64848,Australia/Melbourne
21464,Launching Place,Yarra Ranges,3139,VIC,Victoria,Urban locality,Yarra Ranges (Shire),Greater Melbourne,118,2394,34164,36.117,-37.78102,145.57765,Australia/Melbourne
22739,Wesburn,Yarra Ranges,3799,VIC,Victoria,Urban locality,Yarra Ranges (Shire),Greater Melbourne,458,1019,30212,41.278,-37.76717,145.66509,Australia/Melbourne
22607,Upwey,Yarra Ranges,3158,VIC,Victoria,Major Urban locality,Yarra Ranges (Shire),Greater Melbourne,242,6652,38688,6.217,-37.90475,145.32731,Australia/Melbourne
22464,Tecoma,Yarra Ranges,3160,VIC,Victoria,Major Urban locality,Yarra Ranges (Shire),Greater Melbourne,216,2082,38324,1.815,-37.90684,145.34181,Australia/Melbourne
20187,Belgrave,Yarra Ranges,3160,VIC,Victoria,Major Urban locality,Yarra Ranges (Shire),Greater Melbourne,222,3929,38740,4.077,-37.91101,145.35595,Australia/Melbourne
20188,Belgrave Heights,Yarra Ranges,3160,VIC,Victoria,Major Urban locality,Yarra Ranges (Shire),Greater Melbourne,184,1360,35412,2.356,-37.92603,145.34355,Australia/Melbourne
20189,Belgrave South,Yarra Ranges,3160,VIC,Victoria,Major Urban locality,Yarra Ranges (Shire),Greater Melbourne,196,1645,36348,12.698,-37.94151,145.35658,Australia/Melbourne
21997,Olinda,Yarra Ranges,3788,VIC,Victoria,Major Urban locality,Yarra Ranges (Shire),Greater Melbourne,538,1738,38064,17.752,-37.85288,145.37679,Australia/Melbourne
22247,Selby,Yarra Ranges,3159,VIC,Victoria,Major Urban locality,Yarra Ranges (Shire),Greater Melbourne,244,1652,37960,6.558,-37.91764,145.37693,Australia/Melbourne
22489,The Patch,Yarra Ranges,3792,VIC,Victoria,Major Urban locality,Yarra Ranges (Shire),Greater Melbourne,309,1065,37024,3.976,-37.89126,145.40518,Australia/Melbourne
21278,Kallista,Yarra Ranges,3791,VIC,Victoria,Major Urban locality,Yarra Ranges (Shire),Greater Melbourne,402,1437,37804,12.053,-37.89966,145.40358,Australia/Melbourne
20912,Ferny Creek,Yarra Ranges,3786,VIC,Victoria,Major Urban locality,Yarra Ranges (Shire),Greater Melbourne,516,1518,38116,4.515,-37.87549,145.33421,Australia/Melbourne
21775,Mount Dandenong,Yarra Ranges,3767,VIC,Victoria,Major Urban locality,Yarra Ranges (Shire),Greater Melbourne,597,1251,35724,7.936,-37.83626,145.35106,Australia/Melbourne
22228,Sassafras,Yarra Ranges,3787,VIC,Victoria,Major Urban locality,Yarra Ranges (Shire),Greater Melbourne,462,1061,38792,4.031,-37.86425,145.34513,Australia/Melbourne
22267,Sherbrooke,Yarra Ranges,3789,VIC,Victoria,Major Urban locality,Yarra Ranges (Shire),Greater Melbourne,429,265,35724,6.659,-37.89046,145.35764,Australia/Melbourne
21279,Kalorama,Yarra Ranges,3766,VIC,Victoria,Major Urban locality,Yarra Ranges (Shire),Greater Melbourne,407,1239,39624,8.466,-37.81713,145.38208,Australia/Melbourne
21724,Montrose,Yarra Ranges,3765,VIC,Victoria,Major Urban locality,Yarra Ranges (Shire),Greater Melbourne,237,6761,35828,11.03,-37.8172,145.3488,Australia/Melbourne
22563,Tremont,Yarra Ranges,3785,VIC,Victoria,Major Urban locality,Yarra Ranges (Shire),Greater Melbourne,414,77,52884,5.512,-37.87827,145.31717,Australia/Melbourne
21783,Mount Evelyn,Yarra Ranges,3796,VIC,Victoria,Major Urban locality,Yarra Ranges (Shire),Greater Melbourne,201,9702,35256,16.989,-37.7875,145.38903,Australia/Melbourne
22660,Wandin North,Yarra Ranges,3139,VIC,Victoria,Major Urban locality,Yarra Ranges (Shire),Greater Melbourne,184,3051,34892,16.624,-37.77942,145.42959,Australia/Melbourne
20096,Badger Creek,Yarra Ranges,3777,VIC,Victoria,Urban locality,Yarra Ranges (Shire),Greater Melbourne,153,1563,29952,8.975,-37.68797,145.53809,Australia/Melbourne
20557,Chum Creek,Yarra Ranges,3777,VIC,Victoria,Urban locality,Yarra Ranges (Shire),Greater Melbourne,185,983,32916,22.487,-37.6067,145.4856,Australia/Melbourne
22895,Yarra Glen,Yarra Ranges,3775,VIC,Victoria,Urban locality,Yarra Ranges (Shire),Greater Melbourne,83,2869,37440,35.177,-37.64994,145.37841,Australia/Melbourne
22253,Seville East,Yarra Ranges,3139,VIC,Victoria,Urban locality,Yarra Ranges (Shire),Greater Melbourne,102,797,36348,9.698,-37.78259,145.50328,Australia/Melbourne
22252,Seville,Yarra Ranges,3139,VIC,Victoria,Urban locality,Yarra Ranges (Shire),Greater Melbourne,207,2378,36088,21.377,-37.79813,145.47412,Australia/Melbourne
