ssc_code,suburb,urban_area,postcode,state,state_name,type,local_goverment_area,statistic_area,elevation,population,median_income,sqkm,lat,lng,timezone
21237,Ivanhoe,Heidelberg,3079,VIC,Victoria,Major Urban locality,Banyule (City),Greater Melbourne,58,12171,45500,5.54,-37.76811,145.04575,Australia/Melbourne
22620,Viewbank,Heidelberg,3084,VIC,Victoria,Major Urban locality,Banyule (City),Greater Melbourne,48,6923,35568,4.546,-37.74066,145.09435,Australia/Melbourne
22877,Yallambie,Heidelberg,3085,VIC,Victoria,Major Urban locality,Banyule (City),Greater Melbourne,65,4117,42484,2.933,-37.72684,145.09522,Australia/Melbourne
20197,Bellfield,Heidelberg,3081,VIC,Victoria,Major Urban locality,Banyule (City),Greater Melbourne,64,1793,27872,0.931,-37.75299,145.03835,Australia/Melbourne
21160,Heidelberg West,Heidelberg,3081,VIC,Victoria,Major Urban locality,Banyule (City),Greater Melbourne,72,5545,23660,3.213,-37.73923,145.04522,Australia/Melbourne
21238,Ivanhoe East,Heidelberg,3079,VIC,Victoria,Major Urban locality,Banyule (City),Greater Melbourne,57,3815,49452,2.099,-37.77452,145.06287,Australia/Melbourne
21158,Heidelberg,Heidelberg,3084,VIC,Victoria,Major Urban locality,Banyule (City),Greater Melbourne,39,6225,43004,2.934,-37.75137,145.07099,Australia/Melbourne
22182,Rosanna,Heidelberg,3084,VIC,Victoria,Major Urban locality,Banyule (City),Greater Melbourne,64,8498,38688,3.374,-37.73984,145.07082,Australia/Melbourne
20819,Eaglemont,Heidelberg,3084,VIC,Victoria,Major Urban locality,Banyule (City),Greater Melbourne,46,3873,49192,2.207,-37.76315,145.06512,Australia/Melbourne
21159,Heidelberg Heights,Heidelberg,3081,VIC,Victoria,Major Urban locality,Banyule (City),Greater Melbourne,78,6087,35672,2.087,-37.74215,145.05347,Australia/Melbourne
21554,Macleod,Heidelberg,3085,VIC,Victoria,Major Urban locality,Banyule (City),Greater Melbourne,79,9769,38168,4.571,-37.72083,145.07569,Australia/Melbourne
21096,Greensborough,Watsonia,3088,VIC,Victoria,Major Urban locality,Banyule (City),Greater Melbourne,53,20821,39104,10.254,-37.69977,145.102,Australia/Melbourne
22709,Watsonia North,Watsonia,3087,VIC,Victoria,Major Urban locality,Banyule (City),Greater Melbourne,75,3814,35360,1.45,-37.69549,145.08481,Australia/Melbourne
20397,Bundoora,Watsonia,3083,VIC,Victoria,Major Urban locality,Banyule (City),Greater Melbourne,109,28653,25740,17.231,-37.70282,145.06449,Australia/Melbourne
22708,Watsonia,Watsonia,3087,VIC,Victoria,Major Urban locality,Banyule (City),Greater Melbourne,95,5214,36608,2.301,-37.70997,145.08533,Australia/Melbourne
22328,St Helena,Watsonia,3088,VIC,Victoria,Major Urban locality,Banyule (City),Greater Melbourne,101,2923,39624,1.639,-37.68984,145.12869,Australia/Melbourne
21723,Montmorency,Watsonia,3094,VIC,Victoria,Major Urban locality,Banyule (City),Greater Melbourne,93,8960,41340,3.832,-37.72058,145.12406,Australia/Melbourne
21537,Lower Plenty,Watsonia,3093,VIC,Victoria,Major Urban locality,Banyule (City),Greater Melbourne,53,3891,41236,6.822,-37.73855,145.11795,Australia/Melbourne
20329,Briar Hill,Watsonia,3088,VIC,Victoria,Major Urban locality,Banyule (City),Greater Melbourne,88,3152,39208,1.339,-37.70608,145.12166,Australia/Melbourne
20860,Eltham North,Watsonia,3095,VIC,Victoria,Major Urban locality,Banyule (City),Greater Melbourne,110,6805,41756,4.018,-37.69772,145.1418,Australia/Melbourne
20859,Eltham,Watsonia,3095,VIC,Victoria,Major Urban locality,Banyule (City),Greater Melbourne,82,18314,41964,16.587,-37.71466,145.1633,Australia/Melbourne
20335,Brighton,Bayside,3186,VIC,Victoria,Major Urban locality,Bayside (City),Greater Melbourne,18,23253,54496,8.37,-37.90784,144.99604,Australia/Melbourne
20336,Brighton East,Bayside,3187,VIC,Victoria,Major Urban locality,Bayside (City),Greater Melbourne,27,15998,43524,5.667,-37.91641,145.01953,Australia/Melbourne
20250,Black Rock,Bayside,3193,VIC,Victoria,Major Urban locality,Bayside (City),Greater Melbourne,31,6159,48516,3.185,-37.97356,145.02278,Australia/Melbourne
21123,Hampton,Bayside,3188,VIC,Victoria,Major Urban locality,Bayside (City),Greater Melbourne,22,13391,44980,4.291,-37.93771,145.00868,Australia/Melbourne
22223,Sandringham,Bayside,3191,VIC,Victoria,Major Urban locality,Bayside (City),Greater Melbourne,33,10241,48204,3.698,-37.95376,145.01333,Australia/Melbourne
21176,Highett,Bayside,3190,VIC,Victoria,Major Urban locality,Bayside (City),Greater Melbourne,38,10454,41288,3.658,-37.95066,145.04007,Australia/Melbourne
20536,Cheltenham,Bayside,3192,VIC,Victoria,Major Urban locality,Bayside (City),Greater Melbourne,43,22291,37232,10.576,-37.96196,145.06012,Australia/Melbourne
21124,Hampton East,Bayside,3188,VIC,Victoria,Major Urban locality,Bayside (City),Greater Melbourne,34,4689,36712,1.423,-37.93854,145.03114,Australia/Melbourne
20181,Beaumaris,Bayside,3193,VIC,Victoria,Major Urban locality,Bayside (City),Greater Melbourne,20,13349,45032,5.158,-37.98356,145.03905,Australia/Melbourne
20123,Balwyn North,Boroondara,3104,VIC,Victoria,Major Urban locality,Boroondara (City),Greater Melbourne,51,20406,36556,9.093,-37.79078,145.08524,Australia/Melbourne
22387,Surrey Hills,Boroondara,3127,VIC,Victoria,Major Urban locality,Boroondara (City),Greater Melbourne,103,13605,46748,4.432,-37.82528,145.09957,Australia/Melbourne
20722,Deepdene,Boroondara,3103,VIC,Victoria,Major Urban locality,Boroondara (City),Greater Melbourne,60,2035,40456,0.875,-37.81146,145.06616,Australia/Melbourne
20122,Balwyn,Boroondara,3103,VIC,Victoria,Major Urban locality,Boroondara (City),Greater Melbourne,76,13312,36920,4.399,-37.80995,145.08311,Australia/Melbourne
20466,Canterbury,Boroondara,3126,VIC,Victoria,Major Urban locality,Boroondara (City),Greater Melbourne,80,8056,47476,3.13,-37.8243,145.07312,Australia/Melbourne
21329,Kew East,Boroondara,3102,VIC,Victoria,Major Urban locality,Boroondara (City),Greater Melbourne,23,6635,43472,4.065,-37.7905,145.05066,Australia/Melbourne
20451,Camberwell,Boroondara,3124,VIC,Victoria,Major Urban locality,Boroondara (City),Greater Melbourne,61,22081,44304,7.589,-37.83564,145.07585,Australia/Melbourne
21720,Mont Albert,Boroondara,3127,VIC,Victoria,Major Urban locality,Boroondara (City),Greater Melbourne,101,4840,43888,1.702,-37.81786,145.10764,Australia/Melbourne
21003,Glen Iris,Boroondara,3146,VIC,Victoria,Major Urban locality,Boroondara (City),Greater Melbourne,42,25268,50180,8.231,-37.85619,145.06763,Australia/Melbourne
20076,Ashburton,Boroondara,3147,VIC,Victoria,Major Urban locality,Boroondara (City),Greater Melbourne,46,7751,42536,2.923,-37.86702,145.07761,Australia/Melbourne
21143,Hawthorn,Boroondara,3122,VIC,Victoria,Major Urban locality,Boroondara (City),Greater Melbourne,36,23511,49400,5.877,-37.82852,145.03044,Australia/Melbourne
21144,Hawthorn East,Boroondara,3123,VIC,Victoria,Major Urban locality,Boroondara (City),Greater Melbourne,54,14321,51012,3.484,-37.83202,145.04981,Australia/Melbourne
21328,Kew,Boroondara,3101,VIC,Victoria,Major Urban locality,Boroondara (City),Greater Melbourne,76,24605,47996,10.485,-37.80148,145.03089,Australia/Melbourne
21311,Keilor Park,Keilor,3042,VIC,Victoria,Major Urban locality,Brimbank (City),Greater Melbourne,73,2719,28860,3.35,-37.71881,144.85455,Australia/Melbourne
21306,Keilor,Keilor,3036,VIC,Victoria,Major Urban locality,Brimbank (City),Greater Melbourne,51,5853,35984,10.717,-37.70944,144.82628,Australia/Melbourne
22319,St Albans,Keilor,3021,VIC,Victoria,Major Urban locality,Brimbank (City),Greater Melbourne,64,37309,21684,12.868,-37.74814,144.80519,Australia/Melbourne
21304,Kealba,Keilor,3021,VIC,Victoria,Major Urban locality,Brimbank (City),Greater Melbourne,61,3194,30004,2.574,-37.73877,144.82727,Australia/Melbourne
21307,Keilor Downs,Keilor,3038,VIC,Victoria,Major Urban locality,Brimbank (City),Greater Melbourne,88,9995,26104,5.016,-37.72045,144.80416,Australia/Melbourne
22462,Taylors Lakes,Keilor,3038,VIC,Victoria,Major Urban locality,Brimbank (City),Greater Melbourne,102,15519,33332,7.476,-37.69664,144.78896,Australia/Melbourne
21309,Keilor Lodge,Keilor,3038,VIC,Victoria,Major Urban locality,Brimbank (City),Greater Melbourne,92,1752,34736,0.86,-37.69757,144.80048,Australia/Melbourne
21354,Kings Park,Keilor,3021,VIC,Victoria,Major Urban locality,Brimbank (City),Greater Melbourne,81,8198,21736,2.528,-37.73376,144.7722,Australia/Melbourne
20725,Delahey,Keilor,3037,VIC,Victoria,Major Urban locality,Brimbank (City),Greater Melbourne,97,8339,25064,3.506,-37.71884,144.77851,Australia/Melbourne
22402,Sydenham,Keilor,3037,VIC,Victoria,Major Urban locality,Brimbank (City),Greater Melbourne,112,10838,30992,3.56,-37.69612,144.76862,Australia/Melbourne
21184,Hillside,Keilor,3037,VIC,Victoria,Major Urban locality,Brimbank (City),Greater Melbourne,136,17056,35880,8.205,-37.69102,144.74154,Australia/Melbourne
22573,Tullamarine,Keilor,3043,VIC,Victoria,Major Urban locality,Brimbank (City),Greater Melbourne,92,6605,32448,7.49,-37.69765,144.86944,Australia/Melbourne
21308,Keilor East,Keilor,3033,VIC,Victoria,Major Urban locality,Brimbank (City),Greater Melbourne,70,14514,31720,8.902,-37.73872,144.85603,Australia/Melbourne
20440,Calder Park,Keilor,3037,VIC,Victoria,Major Urban locality,Brimbank (City),Greater Melbourne,128,0,0,2.691,-37.67625,144.75978,Australia/Melbourne
21310,Keilor North,Keilor,3036,VIC,Victoria,Major Urban locality,Brimbank (City),Greater Melbourne,109,67,20488,7.437,-37.68114,144.78373,Australia/Melbourne
22384,Sunshine North,Sunshine,3020,VIC,Victoria,Major Urban locality,Brimbank (City),Greater Melbourne,57,11700,22932,8.024,-37.7628,144.83507,Australia/Melbourne
22383,Sunshine,Sunshine,3020,VIC,Victoria,Major Urban locality,Brimbank (City),Greater Melbourne,40,9768,25688,4.732,-37.78977,144.83105,Australia/Melbourne
22385,Sunshine West,Sunshine,3020,VIC,Victoria,Major Urban locality,Brimbank (City),Greater Melbourne,38,18580,23140,9.311,-37.79922,144.8113,Australia/Melbourne
20020,Albion,Sunshine,3020,VIC,Victoria,Major Urban locality,Brimbank (City),Greater Melbourne,45,4731,26936,2.483,-37.776,144.81662,Australia/Melbourne
20061,Ardeer,Sunshine,3022,VIC,Victoria,Major Urban locality,Brimbank (City),Greater Melbourne,45,3103,26416,2.131,-37.77549,144.80298,Australia/Melbourne
20723,Deer Park,Sunshine,3023,VIC,Victoria,Major Urban locality,Brimbank (City),Greater Melbourne,54,18126,26312,8.576,-37.76701,144.77433,Australia/Melbourne
20439,Cairnlea,Sunshine,3023,VIC,Victoria,Major Urban locality,Brimbank (City),Greater Melbourne,60,9657,28548,4.406,-37.75868,144.79054,Australia/Melbourne
20016,Albanvale,Sunshine,3021,VIC,Victoria,Major Urban locality,Brimbank (City),Greater Melbourne,73,5491,22776,1.863,-37.74599,144.76819,Australia/Melbourne
20737,Derrimut,Sunshine,3030,VIC,Victoria,Major Urban locality,Brimbank (City),Greater Melbourne,42,8269,39104,13.03,-37.79841,144.78005,Australia/Melbourne
20350,Brooklyn,Sunshine,3012,VIC,Victoria,Major Urban locality,Brimbank (City),Greater Melbourne,28,1856,37960,5.475,-37.81401,144.84097,Australia/Melbourne
20862,Emerald,Cardinia,3782,VIC,Victoria,Major Urban locality,Cardinia (Shire),Greater Melbourne,333,5778,34996,50.424,-37.93245,145.43443,Australia/Melbourne
20569,Clematis,Cardinia,3782,VIC,Victoria,Major Urban locality,Cardinia (Shire),Greater Melbourne,236,350,33124,1.824,-37.93054,145.41787,Australia/Melbourne
20090,Avonsleigh,Cardinia,3782,VIC,Victoria,Major Urban locality,Cardinia (Shire),Greater Melbourne,191,852,36712,7.562,-37.91375,145.48884,Australia/Melbourne
20596,Cockatoo,Cardinia,3781,VIC,Victoria,Major Urban locality,Cardinia (Shire),Greater Melbourne,232,4256,36088,28.217,-37.92643,145.50901,Australia/Melbourne
20175,Beaconsfield Upper,Cardinia,3808,VIC,Victoria,Urban locality,Cardinia (Shire),Greater Melbourne,214,2861,42016,28.496,-37.99855,145.42478,Australia/Melbourne
21866,Nar Nar Goon,Cardinia,3812,VIC,Victoria,Urban locality,Cardinia (Shire),Greater Melbourne,16,1012,34892,51.988,-38.11186,145.56549,Australia/Melbourne
22585,Tynong,Cardinia,3813,VIC,Victoria,Urban locality,Cardinia (Shire),Greater Melbourne,21,456,32240,21.331,-38.09675,145.62704,Australia/Melbourne
20409,Bunyip,Cardinia,3815,VIC,Victoria,Urban locality,Cardinia (Shire),Greater Melbourne,38,2468,31564,24.237,-38.10205,145.7225,Australia/Melbourne
21608,Maryknoll,Cardinia,3812,VIC,Victoria,Urban locality,Cardinia (Shire),Greater Melbourne,100,577,33852,3.366,-38.03527,145.60482,Australia/Melbourne
20174,Beaconsfield,Cardinia,3807,VIC,Victoria,Major Urban locality,Cardinia (Shire),Greater Melbourne,101,6714,37856,10.813,-38.03964,145.38483,Australia/Melbourne
21372,Koo Wee Rup,Cardinia,3981,VIC,Victoria,Urban locality,Cardinia (Shire),Greater Melbourne,8,3579,33072,58.979,-38.19097,145.49318,Australia/Melbourne
20223,Berwick,Hallam - Berwick - Pearcedale,3806,VIC,Victoria,Major Urban locality,Casey (City),Greater Melbourne,60,47674,36764,33.147,-38.0421,145.34952,Australia/Melbourne
21131,Harkaway,Hallam - Berwick - Pearcedale,3806,VIC,Victoria,Major Urban locality,Casey (City),Greater Melbourne,202,849,39416,12.572,-37.99269,145.35722,Australia/Melbourne
21883,Narre Warren North,Hallam - Berwick - Pearcedale,3804,VIC,Victoria,Major Urban locality,Casey (City),Greater Melbourne,63,7674,35048,22.022,-37.98391,145.31811,Australia/Melbourne
21881,Narre Warren,Hallam - Berwick - Pearcedale,3805,VIC,Victoria,Major Urban locality,Casey (City),Greater Melbourne,35,26621,31512,14.391,-38.0204,145.30753,Australia/Melbourne
21884,Narre Warren South,Hallam - Berwick - Pearcedale,3805,VIC,Victoria,Major Urban locality,Casey (City),Greater Melbourne,27,30319,33280,13.234,-38.04961,145.30798,Australia/Melbourne
20660,Cranbourne North,Cranbourne,3977,VIC,Victoria,Major Urban locality,Casey (City),Greater Melbourne,52,20110,34736,10.239,-38.07753,145.29891,Australia/Melbourne
21125,Hampton Park,Cranbourne,3976,VIC,Victoria,Major Urban locality,Casey (City),Greater Melbourne,51,25530,28080,13.342,-38.0423,145.26757,Australia/Melbourne
21544,Lynbrook,Cranbourne,3975,VIC,Victoria,Major Urban locality,Casey (City),Greater Melbourne,27,8519,35100,4.07,-38.05703,145.25567,Australia/Melbourne
21545,Lyndhurst,Cranbourne,3975,VIC,Victoria,Major Urban locality,Casey (City),Greater Melbourne,21,6725,42900,9.313,-38.06492,145.22978,Australia/Melbourne
20658,Cranbourne,Cranbourne,3977,VIC,Victoria,Major Urban locality,Casey (City),Greater Melbourne,62,20094,30836,16.512,-38.11279,145.27232,Australia/Melbourne
20662,Cranbourne West,Cranbourne,3977,VIC,Victoria,Major Urban locality,Casey (City),Greater Melbourne,37,15035,36816,11.412,-38.10086,145.25141,Australia/Melbourne
20659,Cranbourne East,Cranbourne,3977,VIC,Victoria,Major Urban locality,Casey (City),Greater Melbourne,44,16195,36244,13.91,-38.11311,145.30685,Australia/Melbourne
21268,Junction Village,Cranbourne,3977,VIC,Victoria,Major Urban locality,Casey (City),Greater Melbourne,59,1017,27612,1.187,-38.13497,145.29201,Australia/Melbourne
20305,Botanic Ridge,Cranbourne,3977,VIC,Victoria,Major Urban locality,Casey (City),Greater Melbourne,77,3919,48776,6.163,-38.14095,145.26564,Australia/Melbourne
21117,Hallam,Hallam - Berwick - Pearcedale,3803,VIC,Victoria,Major Urban locality,Casey (City),Greater Melbourne,56,10852,25428,8.252,-38.00672,145.26929,Australia/Melbourne
20865,Endeavour Hills,Hallam - Berwick - Pearcedale,3802,VIC,Victoria,Major Urban locality,Casey (City),Greater Melbourne,52,24294,29328,15.489,-37.9689,145.25585,Australia/Melbourne
20883,Eumemmerring,Hallam - Berwick - Pearcedale,3177,VIC,Victoria,Major Urban locality,Casey (City),Greater Melbourne,29,1948,24648,1.12,-37.9979,145.24444,Australia/Melbourne
20777,Doveton,Hallam - Berwick - Pearcedale,3177,VIC,Victoria,Major Urban locality,Casey (City),Greater Melbourne,38,9358,23036,4.074,-37.98391,145.24047,Australia/Melbourne
21549,Lysterfield South,Hallam - Berwick - Pearcedale,3156,VIC,Victoria,Major Urban locality,Casey (City),Greater Melbourne,148,957,40924,4.573,-37.95305,145.2669,Australia/Melbourne
20259,Blind Bight,Hallam - Berwick - Pearcedale,3980,VIC,Victoria,Urban locality,Casey (City),Greater Melbourne,10,1251,34892,6.037,-38.21453,145.34106,Australia/Melbourne
22682,Warneet,Hallam - Berwick - Pearcedale,3980,VIC,Victoria,Urban locality,Casey (City),Greater Melbourne,4,536,33124,15.024,-38.22903,145.30058,Australia/Melbourne
20464,Cannons Creek,Hallam - Berwick - Pearcedale,3977,VIC,Victoria,Urban locality,Casey (City),Greater Melbourne,9,647,34528,8.212,-38.20762,145.31025,Australia/Melbourne
22038,Pearcedale,Hallam - Berwick - Pearcedale,3912,VIC,Victoria,Major Urban locality,Casey (City),Greater Melbourne,26,3821,32760,33.677,-38.19736,145.24176,Australia/Melbourne
20578,Clyde,Hallam - Berwick - Pearcedale,3978,VIC,Victoria,Urban locality,Casey (City),Greater Melbourne,10,2117,44356,39.463,-38.15079,145.35357,Australia/Melbourne
20579,Clyde North,Hallam - Berwick - Pearcedale,3978,VIC,Victoria,Major Urban locality,Casey (City),Greater Melbourne,44,8156,42536,29.384,-38.10008,145.3588,Australia/Melbourne
21959,Northcote,Northcote,3070,VIC,Victoria,Major Urban locality,Darebin (City),Greater Melbourne,64,24561,45708,6.009,-37.77226,144.99937,Australia/Melbourne
22496,Thornbury,Northcote,3071,VIC,Victoria,Major Urban locality,Darebin (City),Greater Melbourne,68,18568,40352,5.133,-37.75845,145.00574,Australia/Melbourne
20895,Fairfield,Northcote,3078,VIC,Victoria,Major Urban locality,Darebin (City),Greater Melbourne,35,6558,43160,3.538,-37.7844,145.01428,Australia/Melbourne
20033,Alphington,Northcote,3078,VIC,Victoria,Major Urban locality,Darebin (City),Greater Melbourne,37,5080,47580,2.817,-37.77809,145.03221,Australia/Melbourne
22109,Preston,Preston,3072,VIC,Victoria,Major Urban locality,Darebin (City),Greater Melbourne,79,32851,33124,11.468,-37.74183,145.00862,Australia/Melbourne
22149,Reservoir,Preston,3073,VIC,Victoria,Major Urban locality,Darebin (City),Greater Melbourne,91,50474,28132,18.967,-37.71239,145.00557,Australia/Melbourne
21355,Kingsbury,Preston,3083,VIC,Victoria,Major Urban locality,Darebin (City),Greater Melbourne,72,3780,23088,1.275,-37.71699,145.03356,Australia/Melbourne
20505,Carrum Downs,Frankston - East,3201,VIC,Victoria,Major Urban locality,Frankston (City),Greater Melbourne,28,20711,34892,20.308,-38.09708,145.17456,Australia/Melbourne
22280,Skye,Frankston - East,3977,VIC,Victoria,Major Urban locality,Frankston (City),Greater Melbourne,31,8096,37076,16.642,-38.10448,145.21337,Australia/Melbourne
21458,Langwarrin,Frankston - East,3910,VIC,Victoria,Major Urban locality,Frankston (City),Greater Melbourne,69,22588,37440,28.845,-38.15424,145.19549,Australia/Melbourne
21459,Langwarrin South,Frankston - East,3911,VIC,Victoria,Major Urban locality,Frankston (City),Greater Melbourne,93,1248,36296,8.775,-38.18878,145.18901,Australia/Melbourne
22221,Sandhurst,Frankston - East,3977,VIC,Victoria,Major Urban locality,Frankston (City),Greater Melbourne,18,4981,49088,3.174,-38.08169,145.20701,Australia/Melbourne
22238,Seaford,Frankston - West,3198,VIC,Victoria,Major Urban locality,Frankston (City),Greater Melbourne,9,16463,34528,12.397,-38.10624,145.14217,Australia/Melbourne
20942,Frankston North,Frankston - West,3200,VIC,Victoria,Major Urban locality,Frankston (City),Greater Melbourne,47,5762,24388,5.118,-38.12663,145.16064,Australia/Melbourne
20941,Frankston,Frankston - West,3199,VIC,Victoria,Major Urban locality,Frankston (City),Greater Melbourne,41,36097,30888,19.779,-38.15088,145.14145,Australia/Melbourne
20943,Frankston South,Frankston - West,3199,VIC,Victoria,Major Urban locality,Frankston (City),Greater Melbourne,98,18199,36712,14.56,-38.17676,145.12959,Australia/Melbourne
20858,Elsternwick,Glen Eira,3185,VIC,Victoria,Major Urban locality,Glen Eira (City),Greater Melbourne,25,10349,50544,2.603,-37.8868,145.00653,Australia/Melbourne
20520,Caulfield North,Glen Eira,3161,VIC,Victoria,Major Urban locality,Glen Eira (City),Greater Melbourne,46,15269,48568,4.202,-37.87081,145.02366,Australia/Melbourne
20521,Caulfield South,Glen Eira,3162,VIC,Victoria,Major Urban locality,Glen Eira (City),Greater Melbourne,27,11854,44980,3.273,-37.89466,145.02494,Australia/Melbourne
20518,Caulfield,Glen Eira,3162,VIC,Victoria,Major Urban locality,Glen Eira (City),Greater Melbourne,36,5595,40248,1.47,-37.88402,145.02656,Australia/Melbourne
21002,Glen Huntly,Glen Eira,3163,VIC,Victoria,Major Urban locality,Glen Eira (City),Greater Melbourne,50,5040,38428,0.894,-37.89224,145.04113,Australia/Melbourne
20495,Carnegie,Glen Eira,3163,VIC,Victoria,Major Urban locality,Glen Eira (City),Greater Melbourne,46,17388,37804,3.687,-37.89376,145.05608,Australia/Melbourne
22004,Ormond,Glen Eira,3204,VIC,Victoria,Major Urban locality,Glen Eira (City),Greater Melbourne,41,8417,39624,2.071,-37.90398,145.03998,Australia/Melbourne
21837,Murrumbeena,Glen Eira,3163,VIC,Victoria,Major Urban locality,Glen Eira (City),Greater Melbourne,48,9926,40560,2.632,-37.89637,145.06927,Australia/Melbourne
22333,St Kilda East,Glen Eira,3183,VIC,Victoria,Major Urban locality,Glen Eira (City),Greater Melbourne,22,13101,49972,2.265,-37.86798,145.00072,Australia/Melbourne
20958,Gardenvale,Glen Eira,3185,VIC,Victoria,Major Urban locality,Glen Eira (City),Greater Melbourne,16,1006,46384,0.259,-37.89817,145.00885,Australia/Melbourne
20519,Caulfield East,Glen Eira,3145,VIC,Victoria,Major Urban locality,Glen Eira (City),Greater Melbourne,45,1584,25792,1.259,-37.88119,145.04212,Australia/Melbourne
20213,Bentleigh,Glen Eira,3204,VIC,Victoria,Major Urban locality,Glen Eira (City),Greater Melbourne,31,16153,39104,4.714,-37.92267,145.03728,Australia/Melbourne
21618,McKinnon,Glen Eira,3204,VIC,Victoria,Major Urban locality,Glen Eira (City),Greater Melbourne,33,6064,37908,1.556,-37.91055,145.03849,Australia/Melbourne
20214,Bentleigh East,Glen Eira,3165,VIC,Victoria,Major Urban locality,Glen Eira (City),Greater Melbourne,52,27635,37024,9.037,-37.9222,145.06678,Australia/Melbourne
21941,Noble Park North,Greater Dandenong,3174,VIC,Victoria,Major Urban locality,Greater Dandenong (City),Greater Melbourne,57,7468,25792,3.75,-37.95202,145.18932,Australia/Melbourne
20702,Dandenong,Greater Dandenong,3175,VIC,Victoria,Major Urban locality,Greater Dandenong (City),Greater Melbourne,34,29906,23920,11.341,-37.98531,145.21389,Australia/Melbourne
20703,Dandenong North,Greater Dandenong,3175,VIC,Victoria,Major Urban locality,Greater Dandenong (City),Greater Melbourne,64,22451,25272,9.467,-37.95502,145.21456,Australia/Melbourne
20704,Dandenong South,Greater Dandenong,3175,VIC,Victoria,Major Urban locality,Greater Dandenong (City),Greater Melbourne,14,160,28028,29.514,-38.03058,145.21768,Australia/Melbourne
21940,Noble Park,Greater Dandenong,3174,VIC,Victoria,Major Urban locality,Greater Dandenong (City),Greater Melbourne,39,30998,25116,8.553,-37.96599,145.17767,Australia/Melbourne
21331,Keysborough,Greater Dandenong,3173,VIC,Victoria,Major Urban locality,Greater Dandenong (City),Greater Melbourne,10,25785,30160,21.714,-38.00638,145.166,Australia/Melbourne
22317,Springvale,Greater Dandenong,3171,VIC,Victoria,Major Urban locality,Greater Dandenong (City),Greater Melbourne,52,21714,21268,11.086,-37.94412,145.16191,Australia/Melbourne
22318,Springvale South,Greater Dandenong,3172,VIC,Victoria,Major Urban locality,Greater Dandenong (City),Greater Melbourne,34,12768,23400,4.588,-37.97179,145.14579,Australia/Melbourne
20130,Bangholme,Greater Dandenong,3175,VIC,Victoria,Major Urban locality,Greater Dandenong (City),Greater Melbourne,7,784,24544,23.51,-38.04673,145.17199,Australia/Melbourne
20036,Altona North,Altona,3025,VIC,Victoria,Major Urban locality,Hobsons Bay (City),Greater Melbourne,12,12152,26156,13.944,-37.83848,144.82824,Australia/Melbourne
20034,Altona,Altona,3018,VIC,Victoria,Major Urban locality,Hobsons Bay (City),Greater Melbourne,6,10762,38064,16.737,-37.86238,144.82227,Australia/Melbourne
22239,Seaholme,Altona,3018,VIC,Victoria,Major Urban locality,Hobsons Bay (City),Greater Melbourne,6,1928,38740,0.947,-37.86451,144.84443,Australia/Melbourne
21467,Laverton,Tarneit - Hoppers Crossing,3028,VIC,Victoria,Major Urban locality,Hobsons Bay (City),Greater Melbourne,12,4915,25792,3.76,-37.85785,144.76565,Australia/Melbourne
20035,Altona Meadows,Altona,3028,VIC,Victoria,Major Urban locality,Hobsons Bay (City),Greater Melbourne,8,19160,30784,10.54,-37.88002,144.7811,Australia/Melbourne
22236,Seabrook,Altona,3028,VIC,Victoria,Major Urban locality,Hobsons Bay (City),Greater Melbourne,12,5124,35568,1.62,-37.88082,144.75905,Australia/Melbourne
21922,Newport,Altona,3015,VIC,Victoria,Major Urban locality,Hobsons Bay (City),Greater Melbourne,15,12916,50648,5.006,-37.84549,144.88329,Australia/Melbourne
22778,Williamstown,Altona,3016,VIC,Victoria,Major Urban locality,Hobsons Bay (City),Greater Melbourne,9,13969,46748,5.578,-37.86101,144.88365,Australia/Melbourne
22779,Williamstown North,Altona,3016,VIC,Victoria,Major Urban locality,Hobsons Bay (City),Greater Melbourne,5,1593,39780,1.795,-37.85287,144.87096,Australia/Melbourne
22308,Spotswood,Altona,3015,VIC,Victoria,Major Urban locality,Hobsons Bay (City),Greater Melbourne,18,2604,48776,3.163,-37.83064,144.88628,Australia/Melbourne
22298,South Kingsville,Altona,3015,VIC,Victoria,Major Urban locality,Hobsons Bay (City),Greater Melbourne,20,1947,47528,0.731,-37.8295,144.86967,Australia/Melbourne
20453,Campbellfield,Broadmeadows,3061,VIC,Victoria,Major Urban locality,Hume (City),Greater Melbourne,138,5056,19552,12.247,-37.66639,144.95619,Australia/Melbourne
20344,Broadmeadows,Broadmeadows,3047,VIC,Victoria,Major Urban locality,Hume (City),Greater Melbourne,133,11970,20384,7.961,-37.67998,144.9317,Australia/Melbourne
20697,Dallas,Broadmeadows,3047,VIC,Victoria,Major Urban locality,Hume (City),Greater Melbourne,134,6810,19552,2.425,-37.67261,144.93662,Australia/Melbourne
20620,Coolaroo,Broadmeadows,3048,VIC,Victoria,Major Urban locality,Hume (City),Greater Melbourne,146,3191,19864,3.136,-37.65472,144.93441,Australia/Melbourne
21239,Jacana,Broadmeadows,3047,VIC,Victoria,Major Urban locality,Hume (City),Greater Melbourne,117,2128,23192,1.1,-37.68788,144.91132,Australia/Melbourne
21624,Meadow Heights,Broadmeadows,3048,VIC,Victoria,Major Urban locality,Hume (City),Greater Melbourne,140,14842,19500,4.625,-37.65104,144.91916,Australia/Melbourne
20997,Gladstone Park,Broadmeadows,3043,VIC,Victoria,Major Urban locality,Hume (City),Greater Melbourne,107,8338,27664,3.864,-37.69259,144.89596,Australia/Melbourne
